RespondentID,AgeGroup,Gender,Income,Task,Alternative,Chosen,Brand,Price,Camera,Storage
5,35-44,Male,"150,001+",1,1,1,Samsung,$899,Dual,256GB
5,35-44,Male,"150,001+",1,2,0,Samsung,$699,Triple,256GB
5,35-44,Male,"150,001+",2,1,1,Apple,$899,Triple,256GB
5,35-44,Male,"150,001+",2,2,0,Apple,$699,Triple,128GB
5,35-44,Male,"150,001+",3,1,1,Samsung,$699,Triple,128GB
5,35-44,Male,"150,001+",3,2,0,Apple,$899,Triple,256GB
5,35-44,Male,"150,001+",4,1,0,Apple,$899,Dual,256GB
5,35-44,Male,"150,001+",4,2,1,Samsung,$699,Dual,256GB
6,25-34,Female,"50,001-100,000",1,1,0,Samsung,$899,Triple,256GB
6,25-34,Female,"50,001-100,000",1,2,1,Apple,$699,Triple,128GB
6,25-34,Female,"50,001-100,000",2,1,1,Apple,$899,Dual,128GB
6,25-34,Female,"50,001-100,000",2,2,0,Apple,$699,Dual,128GB
6,25-34,Female,"50,001-100,000",3,1,1,Apple,$899,Dual,256GB
6,25-34,Female,"50,001-100,000",3,2,0,Samsung,$899,Triple,256GB
6,25-34,Female,"50,001-100,000",4,1,0,Samsung,$899,Triple,128GB
6,25-34,Female,"50,001-100,000",4,2,1,Samsung,$699,Triple,256GB
7,18-24,Male,"150,001+",1,1,0,Apple,$699,Dual,128GB
7,18-24,Male,"150,001+",1,2,1,Apple,$899,Dual,256GB
7,18-24,Male,"150,001+",2,1,0,Samsung,$899,Dual,256GB
7,18-24,Male,"150,001+",2,2,1,Samsung,$899,Triple,128GB
7,18-24,Male,"150,001+",3,1,0,Apple,$899,Dual,128GB
7,18-24,Male,"150,001+",3,2,1,Samsung,$699,Triple,128GB
7,18-24,Male,"150,001+",4,1,1,Samsung,$899,Triple,128GB
7,18-24,Male,"150,001+",4,2,0,Samsung,$899,Triple,128GB
8,45-54,Other,"50,001-100,000",1,1,0,Apple,$699,Dual,256GB
8,45-54,Other,"50,001-100,000",1,2,1,Apple,$899,Triple,256GB
8,45-54,Other,"50,001-100,000",2,1,0,Apple,$899,Dual,256GB
8,45-54,Other,"50,001-100,000",2,2,1,Samsung,$699,Dual,256GB
8,45-54,Other,"50,001-100,000",3,1,0,Apple,$899,Triple,256GB
8,45-54,Other,"50,001-100,000",3,2,1,Samsung,$899,Dual,128GB
8,45-54,Other,"50,001-100,000",4,1,1,Apple,$699,Dual,256GB
8,45-54,Other,"50,001-100,000",4,2,0,Samsung,$899,Dual,256GB
9,35-44,Male,"20,000-50,000",1,1,0,Samsung,$699,Dual,256GB
9,35-44,Male,"20,000-50,000",1,2,1,Apple,$899,Dual,128GB
9,35-44,Male,"20,000-50,000",2,1,1,Samsung,$699,Dual,128GB
9,35-44,Male,"20,000-50,000",2,2,0,Samsung,$699,Dual,256GB
9,35-44,Male,"20,000-50,000",3,1,1,Apple,$899,Dual,256GB
9,35-44,Male,"20,000-50,000",3,2,0,Samsung,$699,Dual,256GB
9,35-44,Male,"20,000-50,000",4,1,0,Apple,$699,Dual,256GB
9,35-44,Male,"20,000-50,000",4,2,1,Samsung,$899,Dual,128GB
10,35-44,Other,"150,001+",1,1,1,Samsung,$899,Triple,128GB
10,35-44,Other,"150,001+",1,2,0,Apple,$699,Triple,128GB
10,35-44,Other,"150,001+",2,1,1,Samsung,$699,Dual,256GB
10,35-44,Other,"150,001+",2,2,0,Samsung,$899,Dual,256GB
10,35-44,Other,"150,001+",3,1,1,Samsung,$699,Dual,128GB
10,35-44,Other,"150,001+",3,2,0,Apple,$699,Dual,256GB
10,35-44,Other,"150,001+",4,1,1,Apple,$899,Triple,128GB
10,35-44,Other,"150,001+",4,2,0,Apple,$899,Dual,128GB
11,45-54,Female,"100,001-150,000",1,1,0,Apple,$699,Dual,128GB
11,45-54,Female,"100,001-150,000",1,2,1,Samsung,$899,Triple,128GB
11,45-54,Female,"100,001-150,000",2,1,1,Apple,$899,Triple,128GB
11,45-54,Female,"100,001-150,000",2,2,0,Samsung,$899,Triple,256GB
11,45-54,Female,"100,001-150,000",3,1,0,Samsung,$899,Triple,128GB
11,45-54,Female,"100,001-150,000",3,2,1,Apple,$699,Dual,256GB
11,45-54,Female,"100,001-150,000",4,1,1,Samsung,$699,Triple,128GB
11,45-54,Female,"100,001-150,000",4,2,0,Apple,$699,Triple,128GB
12,35-44,Female,"20,000-50,000",1,1,1,Samsung,$699,Dual,256GB
12,35-44,Female,"20,000-50,000",1,2,0,Apple,$899,Dual,128GB
12,35-44,Female,"20,000-50,000",2,1,1,Samsung,$699,Triple,128GB
12,35-44,Female,"20,000-50,000",2,2,0,Samsung,$899,Dual,128GB
12,35-44,Female,"20,000-50,000",3,1,0,Samsung,$699,Triple,256GB
12,35-44,Female,"20,000-50,000",3,2,1,Samsung,$899,Triple,256GB
12,35-44,Female,"20,000-50,000",4,1,0,Apple,$899,Dual,256GB
12,35-44,Female,"20,000-50,000",4,2,1,Samsung,$899,Triple,256GB
13,18-24,Other,"20,000-50,000",1,1,1,Samsung,$899,Dual,256GB
13,18-24,Other,"20,000-50,000",1,2,0,Samsung,$899,Triple,256GB
13,18-24,Other,"20,000-50,000",2,1,0,Apple,$699,Dual,128GB
13,18-24,Other,"20,000-50,000",2,2,1,Apple,$899,Dual,128GB
13,18-24,Other,"20,000-50,000",3,1,1,Apple,$899,Triple,128GB
13,18-24,Other,"20,000-50,000",3,2,0,Samsung,$899,Dual,256GB
13,18-24,Other,"20,000-50,000",4,1,1,Apple,$699,Triple,128GB
13,18-24,Other,"20,000-50,000",4,2,0,Samsung,$899,Triple,256GB
14,18-24,Other,"150,001+",1,1,1,Samsung,$899,Triple,256GB
14,18-24,Other,"150,001+",1,2,0,Samsung,$899,Triple,128GB
14,18-24,Other,"150,001+",2,1,0,Apple,$699,Triple,128GB
14,18-24,Other,"150,001+",2,2,1,Apple,$899,Triple,256GB
14,18-24,Other,"150,001+",3,1,1,Samsung,$899,Triple,128GB
14,18-24,Other,"150,001+",3,2,0,Samsung,$699,Dual,128GB
14,18-24,Other,"150,001+",4,1,0,Samsung,$899,Dual,128GB
14,18-24,Other,"150,001+",4,2,1,Apple,$899,Triple,128GB
15,45-54,Other,"50,001-100,000",1,1,1,Apple,$899,Dual,128GB
15,45-54,Other,"50,001-100,000",1,2,0,Apple,$899,Dual,256GB
15,45-54,Other,"50,001-100,000",2,1,1,Apple,$899,Dual,128GB
15,45-54,Other,"50,001-100,000",2,2,0,Samsung,$899,Dual,128GB
15,45-54,Other,"50,001-100,000",3,1,0,Samsung,$899,Triple,256GB
15,45-54,Other,"50,001-100,000",3,2,1,Samsung,$899,Dual,128GB
15,45-54,Other,"50,001-100,000",4,1,1,Samsung,$699,Triple,256GB
15,45-54,Other,"50,001-100,000",4,2,0,Samsung,$899,Dual,256GB
16,18-24,Female,"150,001+",1,1,0,Apple,$699,Dual,128GB
16,18-24,Female,"150,001+",1,2,1,Samsung,$899,Triple,256GB
16,18-24,Female,"150,001+",2,1,1,Apple,$899,Dual,256GB
16,18-24,Female,"150,001+",2,2,0,Apple,$899,Triple,128GB
16,18-24,Female,"150,001+",3,1,0,Apple,$699,Dual,256GB
16,18-24,Female,"150,001+",3,2,1,Apple,$699,Dual,256GB
16,18-24,Female,"150,001+",4,1,0,Samsung,$899,Dual,256GB
16,18-24,Female,"150,001+",4,2,1,Apple,$899,Triple,128GB
17,18-24,Female,"150,001+",1,1,1,Apple,$699,Triple,256GB
17,18-24,Female,"150,001+",1,2,0,Samsung,$699,Triple,128GB
17,18-24,Female,"150,001+",2,1,1,Apple,$899,Triple,256GB
17,18-24,Female,"150,001+",2,2,0,Apple,$899,Triple,256GB
17,18-24,Female,"150,001+",3,1,1,Apple,$899,Triple,128GB
17,18-24,Female,"150,001+",3,2,0,Samsung,$899,Dual,256GB
17,18-24,Female,"150,001+",4,1,1,Samsung,$899,Dual,128GB
17,18-24,Female,"150,001+",4,2,0,Apple,$699,Triple,128GB
18,25-34,Female,"20,000-50,000",1,1,0,Apple,$899,Triple,256GB
18,25-34,Female,"20,000-50,000",1,2,1,Apple,$899,Dual,128GB
18,25-34,Female,"20,000-50,000",2,1,0,Apple,$899,Triple,256GB
18,25-34,Female,"20,000-50,000",2,2,1,Apple,$699,Triple,256GB
18,25-34,Female,"20,000-50,000",3,1,0,Samsung,$699,Dual,256GB
18,25-34,Female,"20,000-50,000",3,2,1,Samsung,$899,Dual,256GB
18,25-34,Female,"20,000-50,000",4,1,1,Apple,$899,Dual,128GB
18,25-34,Female,"20,000-50,000",4,2,0,Apple,$699,Dual,256GB
19,35-44,Male,"50,001-100,000",1,1,0,Samsung,$699,Triple,256GB
19,35-44,Male,"50,001-100,000",1,2,1,Samsung,$899,Triple,128GB
19,35-44,Male,"50,001-100,000",2,1,0,Apple,$899,Dual,128GB
19,35-44,Male,"50,001-100,000",2,2,1,Apple,$699,Dual,256GB
19,35-44,Male,"50,001-100,000",3,1,1,Samsung,$699,Dual,128GB
19,35-44,Male,"50,001-100,000",3,2,0,Apple,$699,Triple,128GB
19,35-44,Male,"50,001-100,000",4,1,0,Apple,$699,Dual,256GB
19,35-44,Male,"50,001-100,000",4,2,1,Apple,$699,Dual,128GB
20,18-24,Male,"150,001+",1,1,0,Apple,$899,Dual,128GB
20,18-24,Male,"150,001+",1,2,1,Samsung,$899,Dual,256GB
20,18-24,Male,"150,001+",2,1,0,Apple,$699,Dual,256GB
20,18-24,Male,"150,001+",2,2,1,Apple,$699,Triple,128GB
20,18-24,Male,"150,001+",3,1,0,Samsung,$899,Dual,256GB
20,18-24,Male,"150,001+",3,2,1,Apple,$699,Dual,256GB
20,18-24,Male,"150,001+",4,1,0,Samsung,$899,Dual,256GB
20,18-24,Male,"150,001+",4,2,1,Apple,$899,Dual,256GB
21,18-24,Other,"100,001-150,000",1,1,1,Apple,$899,Triple,256GB
21,18-24,Other,"100,001-150,000",1,2,0,Apple,$899,Dual,128GB
21,18-24,Other,"100,001-150,000",2,1,1,Apple,$899,Dual,128GB
21,18-24,Other,"100,001-150,000",2,2,0,Apple,$699,Triple,256GB
21,18-24,Other,"100,001-150,000",3,1,1,Apple,$899,Triple,128GB
21,18-24,Other,"100,001-150,000",3,2,0,Apple,$699,Triple,256GB
21,18-24,Other,"100,001-150,000",4,1,0,Apple,$699,Dual,256GB
21,18-24,Other,"100,001-150,000",4,2,1,Samsung,$699,Triple,256GB
22,18-24,Female,"50,001-100,000",1,1,1,Samsung,$699,Triple,128GB
22,18-24,Female,"50,001-100,000",1,2,0,Apple,$899,Triple,128GB
22,18-24,Female,"50,001-100,000",2,1,1,Samsung,$699,Triple,128GB
22,18-24,Female,"50,001-100,000",2,2,0,Apple,$899,Dual,256GB
22,18-24,Female,"50,001-100,000",3,1,0,Samsung,$699,Triple,256GB
22,18-24,Female,"50,001-100,000",3,2,1,Samsung,$899,Triple,128GB
22,18-24,Female,"50,001-100,000",4,1,0,Apple,$899,Triple,128GB
22,18-24,Female,"50,001-100,000",4,2,1,Samsung,$699,Triple,128GB
23,45-54,Female,"20,000-50,000",1,1,1,Samsung,$699,Dual,128GB
23,45-54,Female,"20,000-50,000",1,2,0,Samsung,$899,Triple,256GB
23,45-54,Female,"20,000-50,000",2,1,1,Apple,$699,Triple,128GB
23,45-54,Female,"20,000-50,000",2,2,0,Apple,$699,Dual,256GB
23,45-54,Female,"20,000-50,000",3,1,1,Apple,$899,Triple,256GB
23,45-54,Female,"20,000-50,000",3,2,0,Apple,$699,Triple,256GB
23,45-54,Female,"20,000-50,000",4,1,0,Samsung,$699,Dual,128GB
23,45-54,Female,"20,000-50,000",4,2,1,Samsung,$899,Dual,128GB
24,18-24,Male,"50,001-100,000",1,1,0,Samsung,$899,Triple,128GB
24,18-24,Male,"50,001-100,000",1,2,1,Samsung,$899,Triple,256GB
24,18-24,Male,"50,001-100,000",2,1,1,Apple,$899,Triple,128GB
24,18-24,Male,"50,001-100,000",2,2,0,Apple,$899,Triple,128GB
24,18-24,Male,"50,001-100,000",3,1,0,Apple,$699,Dual,128GB
24,18-24,Male,"50,001-100,000",3,2,1,Samsung,$699,Dual,256GB
24,18-24,Male,"50,001-100,000",4,1,1,Samsung,$899,Dual,256GB
24,18-24,Male,"50,001-100,000",4,2,0,Samsung,$899,Triple,128GB
25,45-54,Other,"100,001-150,000",1,1,1,Apple,$699,Triple,128GB
25,45-54,Other,"100,001-150,000",1,2,0,Apple,$899,Dual,128GB
25,45-54,Other,"100,001-150,000",2,1,1,Samsung,$899,Triple,128GB
25,45-54,Other,"100,001-150,000",2,2,0,Samsung,$899,Triple,256GB
25,45-54,Other,"100,001-150,000",3,1,0,Samsung,$699,Triple,256GB
25,45-54,Other,"100,001-150,000",3,2,1,Apple,$699,Dual,256GB
25,45-54,Other,"100,001-150,000",4,1,1,Samsung,$899,Triple,256GB
25,45-54,Other,"100,001-150,000",4,2,0,Apple,$899,Dual,256GB
26,35-44,Male,"100,001-150,000",1,1,1,Samsung,$899,Triple,128GB
26,35-44,Male,"100,001-150,000",1,2,0,Apple,$699,Triple,256GB
26,35-44,Male,"100,001-150,000",2,1,0,Samsung,$699,Dual,256GB
26,35-44,Male,"100,001-150,000",2,2,1,Samsung,$699,Dual,256GB
26,35-44,Male,"100,001-150,000",3,1,0,Samsung,$899,Dual,256GB
26,35-44,Male,"100,001-150,000",3,2,1,Samsung,$899,Dual,256GB
26,35-44,Male,"100,001-150,000",4,1,1,Apple,$899,Dual,128GB
26,35-44,Male,"100,001-150,000",4,2,0,Apple,$899,Dual,128GB
27,18-24,Female,"20,000-50,000",1,1,0,Apple,$699,Triple,256GB
27,18-24,Female,"20,000-50,000",1,2,1,Samsung,$899,Dual,256GB
27,18-24,Female,"20,000-50,000",2,1,1,Apple,$899,Triple,256GB
27,18-24,Female,"20,000-50,000",2,2,0,Samsung,$899,Triple,128GB
27,18-24,Female,"20,000-50,000",3,1,1,Samsung,$699,Dual,256GB
27,18-24,Female,"20,000-50,000",3,2,0,Samsung,$899,Triple,128GB
27,18-24,Female,"20,000-50,000",4,1,1,Apple,$899,Dual,128GB
27,18-24,Female,"20,000-50,000",4,2,0,Samsung,$699,Dual,128GB
28,45-54,Male,"20,000-50,000",1,1,0,Samsung,$899,Triple,256GB
28,45-54,Male,"20,000-50,000",1,2,1,Apple,$699,Dual,128GB
28,45-54,Male,"20,000-50,000",2,1,1,Apple,$699,Triple,256GB
28,45-54,Male,"20,000-50,000",2,2,0,Apple,$699,Triple,128GB
28,45-54,Male,"20,000-50,000",3,1,0,Apple,$899,Triple,256GB
28,45-54,Male,"20,000-50,000",3,2,1,Samsung,$899,Triple,256GB
28,45-54,Male,"20,000-50,000",4,1,0,Apple,$899,Dual,256GB
28,45-54,Male,"20,000-50,000",4,2,1,Samsung,$699,Triple,128GB
29,35-44,Other,"50,001-100,000",1,1,1,Samsung,$899,Dual,256GB
29,35-44,Other,"50,001-100,000",1,2,0,Apple,$699,Triple,128GB
29,35-44,Other,"50,001-100,000",2,1,1,Samsung,$699,Triple,128GB
29,35-44,Other,"50,001-100,000",2,2,0,Apple,$899,Dual,128GB
29,35-44,Other,"50,001-100,000",3,1,0,Apple,$899,Dual,256GB
29,35-44,Other,"50,001-100,000",3,2,1,Apple,$699,Dual,256GB
29,35-44,Other,"50,001-100,000",4,1,0,Apple,$899,Dual,128GB
29,35-44,Other,"50,001-100,000",4,2,1,Apple,$699,Triple,256GB
30,18-24,Other,"100,001-150,000",1,1,1,Apple,$699,Dual,128GB
30,18-24,Other,"100,001-150,000",1,2,0,Samsung,$899,Triple,128GB
30,18-24,Other,"100,001-150,000",2,1,0,Samsung,$899,Triple,256GB
30,18-24,Other,"100,001-150,000",2,2,1,Samsung,$899,Triple,256GB
30,18-24,Other,"100,001-150,000",3,1,1,Apple,$899,Dual,256GB
30,18-24,Other,"100,001-150,000",3,2,0,Samsung,$699,Triple,128GB
30,18-24,Other,"100,001-150,000",4,1,1,Apple,$899,Dual,256GB
30,18-24,Other,"100,001-150,000",4,2,0,Samsung,$699,Triple,128GB
31,18-24,Male,"20,000-50,000",1,1,1,Apple,$699,Dual,128GB
31,18-24,Male,"20,000-50,000",1,2,0,Samsung,$899,Triple,128GB
31,18-24,Male,"20,000-50,000",2,1,1,Samsung,$899,Dual,256GB
31,18-24,Male,"20,000-50,000",2,2,0,Apple,$699,Triple,128GB
31,18-24,Male,"20,000-50,000",3,1,1,Apple,$899,Triple,256GB
31,18-24,Male,"20,000-50,000",3,2,0,Apple,$699,Dual,256GB
31,18-24,Male,"20,000-50,000",4,1,0,Samsung,$899,Dual,256GB
31,18-24,Male,"20,000-50,000",4,2,1,Samsung,$699,Triple,128GB
32,18-24,Other,"100,001-150,000",1,1,1,Apple,$899,Dual,256GB
32,18-24,Other,"100,001-150,000",1,2,0,Apple,$899,Dual,256GB
32,18-24,Other,"100,001-150,000",2,1,0,Samsung,$699,Triple,256GB
32,18-24,Other,"100,001-150,000",2,2,1,Samsung,$699,Triple,128GB
32,18-24,Other,"100,001-150,000",3,1,1,Apple,$899,Triple,256GB
32,18-24,Other,"100,001-150,000",3,2,0,Apple,$699,Dual,256GB
32,18-24,Other,"100,001-150,000",4,1,1,Samsung,$699,Triple,256GB
32,18-24,Other,"100,001-150,000",4,2,0,Samsung,$699,Dual,256GB
33,45-54,Male,"100,001-150,000",1,1,0,Apple,$899,Triple,256GB
33,45-54,Male,"100,001-150,000",1,2,1,Apple,$899,Dual,128GB
33,45-54,Male,"100,001-150,000",2,1,0,Apple,$699,Dual,128GB
33,45-54,Male,"100,001-150,000",2,2,1,Samsung,$899,Dual,256GB
33,45-54,Male,"100,001-150,000",3,1,1,Apple,$899,Triple,256GB
33,45-54,Male,"100,001-150,000",3,2,0,Samsung,$899,Dual,256GB
33,45-54,Male,"100,001-150,000",4,1,0,Samsung,$699,Dual,128GB
33,45-54,Male,"100,001-150,000",4,2,1,Apple,$699,Dual,128GB
34,25-34,Female,"50,001-100,000",1,1,1,Apple,$699,Dual,128GB
34,25-34,Female,"50,001-100,000",1,2,0,Samsung,$699,Triple,256GB
34,25-34,Female,"50,001-100,000",2,1,1,Samsung,$899,Triple,128GB
34,25-34,Female,"50,001-100,000",2,2,0,Apple,$699,Dual,256GB
34,25-34,Female,"50,001-100,000",3,1,1,Apple,$699,Dual,256GB
34,25-34,Female,"50,001-100,000",3,2,0,Apple,$899,Triple,128GB
34,25-34,Female,"50,001-100,000",4,1,0,Apple,$699,Triple,256GB
34,25-34,Female,"50,001-100,000",4,2,1,Samsung,$699,Dual,128GB
35,35-44,Other,"20,000-50,000",1,1,0,Apple,$899,Dual,256GB
35,35-44,Other,"20,000-50,000",1,2,1,Samsung,$899,Triple,256GB
35,35-44,Other,"20,000-50,000",2,1,0,Apple,$899,Triple,256GB
35,35-44,Other,"20,000-50,000",2,2,1,Apple,$699,Dual,256GB
35,35-44,Other,"20,000-50,000",3,1,0,Apple,$699,Triple,256GB
35,35-44,Other,"20,000-50,000",3,2,1,Apple,$899,Dual,128GB
35,35-44,Other,"20,000-50,000",4,1,0,Samsung,$899,Dual,128GB
35,35-44,Other,"20,000-50,000",4,2,1,Samsung,$899,Triple,256GB
36,45-54,Male,"150,001+",1,1,1,Apple,$699,Triple,128GB
36,45-54,Male,"150,001+",1,2,0,Samsung,$699,Dual,256GB
36,45-54,Male,"150,001+",2,1,0,Samsung,$899,Triple,128GB
36,45-54,Male,"150,001+",2,2,1,Apple,$899,Dual,256GB
36,45-54,Male,"150,001+",3,1,1,Samsung,$899,Dual,256GB
36,45-54,Male,"150,001+",3,2,0,Apple,$899,Triple,128GB
36,45-54,Male,"150,001+",4,1,0,Samsung,$899,Dual,128GB
36,45-54,Male,"150,001+",4,2,1,Apple,$699,Triple,128GB
37,18-24,Other,"50,001-100,000",1,1,0,Apple,$699,Triple,128GB
37,18-24,Other,"50,001-100,000",1,2,1,Samsung,$699,Triple,256GB
37,18-24,Other,"50,001-100,000",2,1,1,Apple,$899,Triple,128GB
37,18-24,Other,"50,001-100,000",2,2,0,Apple,$699,Dual,256GB
37,18-24,Other,"50,001-100,000",3,1,0,Samsung,$899,Triple,256GB
37,18-24,Other,"50,001-100,000",3,2,1,Samsung,$899,Dual,128GB
37,18-24,Other,"50,001-100,000",4,1,1,Samsung,$899,Dual,256GB
37,18-24,Other,"50,001-100,000",4,2,0,Apple,$899,Triple,128GB
38,18-24,Female,"50,001-100,000",1,1,0,Apple,$699,Dual,128GB
38,18-24,Female,"50,001-100,000",1,2,1,Apple,$899,Dual,256GB
38,18-24,Female,"50,001-100,000",2,1,1,Apple,$699,Triple,256GB
38,18-24,Female,"50,001-100,000",2,2,0,Apple,$899,Triple,128GB
38,18-24,Female,"50,001-100,000",3,1,0,Apple,$899,Triple,128GB
38,18-24,Female,"50,001-100,000",3,2,1,Apple,$899,Dual,256GB
38,18-24,Female,"50,001-100,000",4,1,0,Samsung,$699,Dual,128GB
38,18-24,Female,"50,001-100,000",4,2,1,Samsung,$699,Dual,256GB
39,25-34,Other,"100,001-150,000",1,1,1,Apple,$899,Dual,128GB
39,25-34,Other,"100,001-150,000",1,2,0,Apple,$899,Dual,256GB
39,25-34,Other,"100,001-150,000",2,1,1,Samsung,$699,Triple,128GB
39,25-34,Other,"100,001-150,000",2,2,0,Apple,$699,Dual,256GB
39,25-34,Other,"100,001-150,000",3,1,1,Samsung,$699,Dual,256GB
39,25-34,Other,"100,001-150,000",3,2,0,Samsung,$699,Dual,128GB
39,25-34,Other,"100,001-150,000",4,1,1,Samsung,$699,Dual,128GB
39,25-34,Other,"100,001-150,000",4,2,0,Samsung,$899,Triple,256GB
40,35-44,Female,"150,001+",1,1,0,Samsung,$699,Dual,256GB
40,35-44,Female,"150,001+",1,2,1,Samsung,$699,Triple,256GB
40,35-44,Female,"150,001+",2,1,1,Apple,$899,Triple,128GB
40,35-44,Female,"150,001+",2,2,0,Samsung,$699,Dual,128GB
40,35-44,Female,"150,001+",3,1,1,Apple,$699,Triple,128GB
40,35-44,Female,"150,001+",3,2,0,Apple,$899,Dual,128GB
40,35-44,Female,"150,001+",4,1,0,Apple,$899,Dual,256GB
40,35-44,Female,"150,001+",4,2,1,Apple,$699,Triple,256GB
41,45-54,Male,"20,000-50,000",1,1,0,Samsung,$899,Triple,256GB
41,45-54,Male,"20,000-50,000",1,2,1,Apple,$899,Triple,128GB
41,45-54,Male,"20,000-50,000",2,1,1,Apple,$699,Dual,128GB
41,45-54,Male,"20,000-50,000",2,2,0,Samsung,$899,Triple,128GB
41,45-54,Male,"20,000-50,000",3,1,0,Apple,$699,Triple,256GB
41,45-54,Male,"20,000-50,000",3,2,1,Apple,$699,Triple,256GB
41,45-54,Male,"20,000-50,000",4,1,0,Apple,$699,Dual,128GB
41,45-54,Male,"20,000-50,000",4,2,1,Apple,$699,Triple,128GB
42,18-24,Other,"100,001-150,000",1,1,0,Samsung,$899,Triple,128GB
42,18-24,Other,"100,001-150,000",1,2,1,Apple,$699,Triple,256GB
42,18-24,Other,"100,001-150,000",2,1,0,Apple,$699,Triple,128GB
42,18-24,Other,"100,001-150,000",2,2,1,Apple,$899,Dual,128GB
42,18-24,Other,"100,001-150,000",3,1,1,Apple,$699,Triple,128GB
42,18-24,Other,"100,001-150,000",3,2,0,Samsung,$699,Triple,128GB
42,18-24,Other,"100,001-150,000",4,1,1,Samsung,$899,Triple,128GB
42,18-24,Other,"100,001-150,000",4,2,0,Samsung,$699,Dual,256GB
43,25-34,Male,"150,001+",1,1,1,Apple,$699,Triple,256GB
43,25-34,Male,"150,001+",1,2,0,Apple,$899,Triple,128GB
43,25-34,Male,"150,001+",2,1,0,Samsung,$699,Triple,256GB
43,25-34,Male,"150,001+",2,2,1,Apple,$699,Triple,128GB
43,25-34,Male,"150,001+",3,1,0,Apple,$699,Dual,256GB
43,25-34,Male,"150,001+",3,2,1,Apple,$699,Triple,128GB
43,25-34,Male,"150,001+",4,1,1,Samsung,$899,Dual,256GB
43,25-34,Male,"150,001+",4,2,0,Samsung,$699,Dual,128GB
44,18-24,Male,"50,001-100,000",1,1,1,Apple,$899,Dual,256GB
44,18-24,Male,"50,001-100,000",1,2,0,Apple,$699,Triple,128GB
44,18-24,Male,"50,001-100,000",2,1,1,Samsung,$899,Dual,256GB
44,18-24,Male,"50,001-100,000",2,2,0,Samsung,$699,Dual,256GB
44,18-24,Male,"50,001-100,000",3,1,1,Samsung,$899,Triple,256GB
44,18-24,Male,"50,001-100,000",3,2,0,Samsung,$699,Triple,256GB
44,18-24,Male,"50,001-100,000",4,1,0,Samsung,$699,Dual,128GB
44,18-24,Male,"50,001-100,000",4,2,1,Apple,$899,Triple,256GB
45,35-44,Female,"150,001+",1,1,0,Samsung,$899,Dual,128GB
45,35-44,Female,"150,001+",1,2,1,Apple,$699,Dual,128GB
45,35-44,Female,"150,001+",2,1,1,Samsung,$699,Triple,256GB
45,35-44,Female,"150,001+",2,2,0,Apple,$899,Triple,256GB
45,35-44,Female,"150,001+",3,1,0,Samsung,$899,Dual,256GB
45,35-44,Female,"150,001+",3,2,1,Samsung,$899,Dual,128GB
45,35-44,Female,"150,001+",4,1,0,Apple,$699,Dual,256GB
